0	 4.292	 5	 0	 1	 0	 0	 1
0	 0.667	 5	 0	 1	 0	 0	 1
0	 0.666	 5	 0	 1	 0	 0	 1
0	 0.667	 5	 0	 1	 0	 0	 1
0	 0.667	 5	 0	 1	 0	 1	 1
0	 0.335	 5	 0	 1	 0	 0	 1
0	 0.329	 5	 1	 1	 1	 0	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.341	 5	 0	 1	 0	 1	 1
0	 0.304	 5	 0	 1	 0	 0	 1
0	 0.335	 5	 1	 1	 1	 0	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.338	 5	 0	 1	 0	 1	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.329	 5	 1	 1	 1	 0	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.342	 5	 0	 1	 0	 1	 1
0	 0.323	 5	 0	 1	 0	 0	 1
0	 0.335	 5	 1	 1	 1	 0	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.339	 5	 0	 1	 0	 1	 1
0	 0.333	 5	 0	 1	 0	 0	 1
0	 0.329	 5	 1	 1	 1	 0	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.339	 5	 0	 1	 0	 1	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.330	 5	 1	 1	 1	 0	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.342	 5	 0	 1	 0	 1	 1
0	 0.327	 5	 0	 1	 0	 0	 1
0	 0.330	 5	 1	 1	 1	 0	 1
0	 0.333	 5	 0	 1	 0	 0	 1
0	 0.341	 5	 0	 1	 0	 1	 1
0	 0.327	 5	 0	 1	 0	 0	 1
0	 0.330	 5	 1	 1	 1	 0	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.342	 5	 0	 1	 0	 1	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.327	 5	 1	 1	 1	 0	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.342	 5	 0	 1	 0	 1	 1
0	 0.329	 5	 0	 1	 0	 0	 1
0	 0.329	 5	 1	 1	 1	 0	 1
0	 0.333	 5	 0	 1	 0	 0	 1
0	 0.338	 6	 0	 1	 0	 1	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.332	 5	 1	 1	 1	 0	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.339	 5	 0	 1	 0	 1	 1
0	 0.325	 5	 0	 1	 0	 0	 1
0	 0.336	 5	 1	 1	 1	 0	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.342	 5	 0	 1	 0	 1	 1
0	 0.329	 5	 0	 1	 0	 0	 1
0	 0.330	 5	 1	 1	 1	 0	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.341	 5	 0	 1	 0	 1	 1
0	 0.327	 5	 0	 1	 0	 0	 1
0	 0.330	 5	 1	 1	 1	 0	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.339	 5	 0	 1	 0	 1	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.330	 5	 1	 1	 1	 0	 1
0	 0.333	 5	 0	 1	 0	 0	 1
0	 0.338	 5	 0	 1	 0	 1	 1
0	 0.332	 5	 0	 1	 0	 0	 1
0	 0.330	 5	 1	 1	 1	 0	 1
0	 0.329	 5	 0	 1	 0	 0	 1
0	 0.339	 5	 0	 1	 0	 1	 1
0	 0.330	 5	 0	 1	 0	 0	 1
0	 0.332	 5	 1	 1	 1	 0	 1
