<bpm=87.97>
0	 0.015	 3	 0	 1	 0	 1	 1
0	 0.297	 5	 0	 1	 0	 0	 1
0	 0.301	 1	 0	 1	 0	 0	 1
0	 0.296	 5	 0	 1	 0	 0	 1
0	 0.305	 2	 1	 1	 1	 1	 1
0	 0.300	 1	 0	 1	 0	 0	 1
0	 0.293	 5	 0	 1	 0	 0	 1
0	 0.300	 1	 0	 1	 0	 0	 1
0	 0.090	 5	 0	 1	 0	 0	 0
0	 0.220	 0	 0	 0	 0	 1	 1
0	 0.060	 5	 0	 1	 0	 0	 1
0	 0.231	 5	 0	 1	 0	 0	 1
0	 0.301	 1	 0	 1	 0	 0	 1
0	 0.296	 5	 0	 1	 0	 0	 1
0	 0.306	 2	 1	 1	 1	 1	 1
0	 0.300	 1	 0	 1	 0	 0	 1
0	 0.293	 5	 0	 1	 0	 0	 1
0	 0.298	 1	 0	 1	 0	 0	 1
0	 0.089	 8	 0	 1	 0	 1	 1
